date,value
2006-11-20,8024.42
2006-11-21,8173.52
2006-11-22,8224.87
2006-11-23,8234.82
2006-11-24,8272.31
2006-11-27,8308.05
2006-11-28,8209.37
2006-11-29,8208.9
2006-11-30,8150.47
2006-12-01,8334.6
2006-12-04,8409.24
2006-12-05,8395.9
2006-12-06,8342.45
2006-12-07,8355.5
2006-12-08,8344.44
2006-12-11,8032.15
2006-12-12,7643.7
2006-12-13,7847.35
2006-12-14,8046.78
2006-12-15,8175.33
2006-12-18,8142.84
2006-12-19,8008.9
2006-12-20,7957.73
2006-12-21,7955.74
2006-12-22,8004.98
2006-12-26,8176.71
2006-12-27,8244.86
2006-12-28,8258.68
2006-12-29,8321.68
2007-01-02,8394.63
2007-01-03,8442.88
2007-01-04,8416.06
2007-01-05,8383.8
2007-01-08,8275.25
2007-01-09,8163.42
2007-01-10,8116.63
2007-01-11,8260.38
2007-01-12,8456.74
2007-01-15,8519.81
2007-01-16,8560.28
2007-01-17,8626.57
2007-01-18,8625.93
2007-01-19,8605.02
2007-01-22,8598.99
2007-01-23,8444.03
2007-01-24,8530.12
2007-01-25,8619.07
2007-01-29,8599.45
2007-01-31,8515.85
2007-02-01,8584.34
2007-02-02,8667.06
2007-02-05,8732.91
2007-02-06,8757.43
2007-02-07,8799.26
2007-02-08,8797.29
2007-02-09,8608.39
2007-02-12,8282.39
2007-02-13,8225.56
2007-02-14,8266.86
2007-02-15,8536.32
2007-02-19,8515.11
2007-02-20,8423.24
2007-02-21,8380.18
2007-02-22,8254.44
2007-02-23,8070
2007-02-26,8140.13
2007-02-27,8153.84
2007-02-28,7877.11
2007-03-01,7922.76
2007-03-02,7797.02
2007-03-05,7463.87
2007-03-06,7539.39
2007-03-07,7377.1
2007-03-08,7709.72
2007-03-09,7649.46
2007-03-12,7708.7
2007-03-13,7775.67
2007-03-14,7570.38
2007-03-15,7581.57
2007-03-16,7524.49
2007-03-19,7662.45
2007-03-20,7763.6
2007-03-21,7853.17
2007-03-22,8046.04
2007-03-23,8146.17
2007-03-26,8095.58
2007-03-28,7994.7
2007-03-29,7960.52
2007-03-30,8077.25
2007-04-02,7729.7
2007-04-03,7750.84
2007-04-04,7807.38
2007-04-05,7908.68
2007-04-09,8144.82
2007-04-10,8185.05
2007-04-11,8152.34
2007-04-12,8153.69
2007-04-13,8364.94
2007-04-16,8524.98
2007-04-17,8498.55
2007-04-18,8558.87
2007-04-19,8584.18
2007-04-20,8651.78
2007-04-23,8578.72
2007-04-24,8721.61
2007-04-25,8782.04
2007-04-26,8773.23
2007-04-27,8701.46
2007-04-30,8841.53
2007-05-03,9000.93
2007-05-04,8981.19
2007-05-07,8938.13
2007-05-08,8822.5
2007-05-09,8887.84
2007-05-10,8885.31
2007-05-11,8937.31
2007-05-14,9089.72
2007-05-15,9119.45
2007-05-16,9174.62
2007-05-17,9298.91
2007-05-18,9306.02
2007-05-21,9435.02
2007-05-22,9531.77
2007-05-23,9400.7
2007-05-24,9330.94
2007-05-25,9373.08
2007-05-28,9439.1
2007-05-29,9528.08
2007-05-30,9402.18
2007-05-31,9433.35
2007-06-01,9563.87
2007-06-04,9488.85
2007-06-05,9651.35
2007-06-06,9465.98
2007-06-07,9423.7
2007-06-08,9364.26
2007-06-11,9323.48
2007-06-12,9279.41
2007-06-13,9247.03
2007-06-14,9445.13
2007-06-15,9527.91
2007-06-18,9526.7
2007-06-19,9698.78
2007-06-20,9868.6
2007-06-21,9907.86
2007-06-22,9929.64
2007-06-25,9992.9
2007-06-26,10044.71
2007-06-27,10023.67
2007-06-28,10038.58
